"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"5.094567404426559","8.595868523533833E-5","0.19628751974723538","0.0","2","8","false","v25538","36.5","0","2","0","0.9339585902511846","false","0","v25538","3606","0.8658536585365854"
"3.37625754527163","0.021161785837642257","0.2961859356376639","0.0","10","6","false","v25647","31.0","0","10","0","0.9616732653988447","false","0","v25647","360264","0.16759776536312848"
"3.915492957746479","0.002892394287720964","0.2553956834532374","0.0","6","7","false","Dorea_formicigenerans","6.666666666666667","0","6","0","0.9529759200363471","false","0","Dorea_formicigenerans","25396","0.2833333333333333"
"4.374245472837022","0.0","0.22861085556577737","0.0","1","6","false","v26083","45.0","0","1","0","0.9455766859219835","false","0","v26083","0","0.0"
"3.847082494969819","3.6813649331743245E-4","0.25993723849372385","0.0","2","6","false","v26323","51.5","0","2","0","0.954079314597261","false","0","v26323","9074","0.6392405063291139"
"4.0321931589537225","0.002581611543208298","0.24800399201596804","0.0","3","6","false","v26794","19.666666666666668","0","3","0","0.9510936587265528","false","0","v26794","32598","0.38095238095238093"
"5.537223340040241","4.0087511734958435E-5","0.18059593023255816","0.0","2","8","false","v28305","32.0","0","2","0","0.9268189783864477","false","0","v28305","952","0.775"
"5.086519114688128","2.1576941202969293E-4","0.1965981012658228","0.0","3","8","false","v32558","32.333333333333336","0","3","0","0.9340884013759979","false","0","v32558","8342","0.746031746031746"
"5.529175050301811","0.0","0.18085880640465793","0.0","1","8","false","v32579","51.0","0","1","0","0.9269487895112611","false","0","v32579","0","0.0"
"5.529175050301811","0.0","0.18085880640465793","0.0","1","8","false","v33847","51.0","0","1","0","0.9269487895112611","false","0","v33847","0","0.0"
"5.110663983903421","0.0","0.19566929133858266","0.0","1","8","false","v34194","13.0","0","1","0","0.9336989680015577","false","0","v34194","0","0.0"
"4.732394366197183","0.0","0.2113095238095238","0.0","1","8","false","v34335","17.0","0","1","0","0.9398000908677874","false","0","v34335","0","0.0"
"5.545271629778672","0.0","0.18033381712626995","0.0","1","8","false","v35021","40.0","0","1","0","0.9266891672616343","false","0","v35021","0","0.0"
"4.374245472837022","0.0","0.22861085556577737","0.0","1","6","false","v36019","45.0","0","1","0","0.9455766859219835","false","0","v36019","0","0.0"
"3.7867203219315897","0.007291716670330243","0.2640807651434644","0.0","9","6","false","v42346","25.88888888888889","0","9","0","0.9550528980333615","false","0","v42346","182926","0.21092278719397364"
"5.529175050301811","0.0","0.18085880640465793","0.0","1","8","false","v42352","51.0","0","1","0","0.9269487895112611","false","0","v42352","0","0.0"
"4.442655935613682","0.001906671065770131","0.22509057971014493","0.0","3","8","false","v42360","19.0","0","3","0","0.9444732913610697","false","0","v42360","17492","0.3829787234042553"
"4.82897384305835","0.008238229029882945","0.20708333333333334","0.0","6","7","false","Agathobaculum_butyriciproducens","2.5","0","6","0","0.9382423573700266","false","0","Agathobaculum_butyriciproducens","91222","0.3"
"5.094567404426559","8.595868523533833E-5","0.19628751974723538","0.0","2","8","false","v42428","36.5","0","2","0","0.9339585902511846","false","0","v42428","3606","0.8658536585365854"
"5.529175050301811","0.0","0.18085880640465793","0.0","1","8","false","v42576","51.0","0","1","0","0.9269487895112611","false","0","v42576","0","0.0"
"5.529175050301811","0.0","0.18085880640465793","0.0","1","8","false","v42929","51.0","0","1","0","0.9269487895112611","false","0","v42929","0","0.0"
"4.527162977867203","0.013857066728687348","0.2208888888888889","0.0","2","8","false","v42972","46.5","0","2","0","0.943110274550529","false","0","v42972","168014","0.5112359550561798"
"4.048289738430584","1.4688850535685667E-4","0.24701789264413518","0.0","2","6","false","v43143","42.5","0","2","0","0.9508340364769261","false","0","v43143","2098","0.6194029850746269"
"5.529175050301811","0.0","0.18085880640465793","0.0","1","8","false","v43512","51.0","0","1","0","0.9269487895112611","false","0","v43512","0","0.0"
