v65279	1	Prevotella
v26925	2	CAG-83,ER4
v63383	1	Lachnospira
v32831	1	Veillonella
v40651	1	Bifidobacterium
v42230	1	Flavonifractor
v00358	1	Streptococcus
v36432	1	CAG-110
v20635	1	Dakarella
v58856	1	Dialister
v09515	3	CAG-194,CAG-632,CAG-127
v01714	1	Bilophila
v77203	6	Bacteroides_A,Prevotellamassilia,Prevotella,Paraprevotella,Muribaculaceae_unknown,Bacteroides
v70790	1	Collinsella
v16987	1	Streptococcus
v33087	1	ER4
v05781	1	Parabacteroides
v16770	1	Ruthenibacterium
v43939	1	Phascolarctobacterium
v12927	1	Faecalicatena
v06089	1	Collinsella
v17377	2	Prevotella,Barnesiella
v65915	1	Faecalibacterium
v41709	1	Blautia_A
v88014	1	Bacteroides_B
v83800	1	Blautia_A
v11819	7	UBA7182,GCA-900066575,Clostridium_M,Anaerotignum,Absiella,Lawsonibacter,CAG-81
v05255	1	Bacteroides
v48581	1	Blautia_A
v36225	2	Bacteroides,Bacteroides_B
v23450	1	Dorea
v70266	2	Blautia_A,Eubacterium_E
v50930	1	Escherichia
v44394	2	Acetivibrio_A,Lachnospiraceae_unknown
v66238	11	COE1,CAG-603,Coprococcus_A,Erysipelatoclostridium,Faecalicatena,Eubacterium_I,CAG-590,Coprococcus_B,Dorea,Blautia,Absiella
v24985	1	Escherichia
v82984	1	Clostridium_M
v47819	2	Citrobacter_A,Citrobacter
v61796	1	Bacteroides_B
v70600	4	COE1,CAG-510,Clostridium_M,CAG-81
v10335	1	Klebsiella
v66873	1	Blautia_A
v68463	2	Ruminococcaceae_unknown,CAG-353
v72840	2	Anaerostipes,CAG-269
v28716	3	Prevotellamassilia,Paraprevotella,Bacteroides
v02520	1	Lachnospira
v12454	2	Bacteroides_A,Bacteroides
v81452	1	Clostridium_M
v82700	1	Blautia_A
v60110	1	Parabacteroides
v61603	1	Lachnospira
v19892	1	Bacteroides_B
v39754	1	Faecalibacterium
v81272	1	CAG-411
v24408	2	UBA9502,Blautia_A
v46917	1	Faecalibacterium
v45802	1	Desulfovibrio
v14377	1	CAG-492
v18293	1	Bilophila
v02976	1	Klebsiella
v69126	3	CAG-884,CAG-354,Clostridium
v10038	2	Lachnospira,Agathobacter
v52140	1	Collinsella
v27423	1	Veillonella
v07781	2	Zag1,Ruminococcus_E
v67289	1	Absiella
v56304	6	CAG-882,CAG-632,Acetatifactor,Agathobacter,UBA11774,Eubacterium_F
v23335	4	Tyzzerella,Dorea,Blautia_A,Faecalicatena
v70300	2	CAG-110,CAG-83
v33812	1	Gemmiger
v45679	1	Clostridium_M
v16140	1	Parabacteroides
v60381	1	CAG-41
v22182	1	Flavonifractor
v06095	1	Blautia_A
v28051	5	Oscillospirales_unknown,F23-B02,CAG-110,ER4,Pyramidobacter
v12021	1	Phascolarctobacterium
v23761	1	Lactobacillus_H
v63817	1	Fusobacterium_A
v84582	4	QAMX01_unknown,Anaeroglobus,Eubacterium_E,Absiella
v03914	1	ER4
v71556	1	Bacteroides_B
v86129	1	Bacteroides_B
v56179	2	Blautia_A,Blautia
v06362	1	Holdemanella
v24669	1	Bacteroides_A
v74207	1	Faecalibacterium
v79339	1	Blautia_A
v69284	1	CAG-81
v15276	1	Lactobacillus_B
v33036	2	Butyricimonas,Barnesiella
v50233	1	Blautia
v42832	1	ER4
v63573	2	UBA9502,Blautia_A
v59301	1	CAG-411
v44568	1	Negativibacillus
v29577	1	Prevotella
v60309	1	Oscillibacter
v76121	1	Ruminococcus_D
v64921	1	CAG-83
v80293	1	Clostridium
v69174	1	Helicobacter_A
v60391	1	Megamonas
v67129	3	CAG-882,CAG-510,Acetatifactor
v35707	1	Bacteroides
v49068	1	Eubacterium_R
v72230	1	Oscillibacter
v24343	1	Senegalimassilia
v82128	1	Parabacteroides
v00866	1	Prevotella
v72594	1	Turicibacter
v86198	3	Oscillibacter,CAG-83,ER4
v17064	1	Bacteroides
v73445	1	Megamonas
v13590	1	Alistipes_A
v01621	1	Bacteroides
v21063	1	Megamonas
v70596	1	Faecalicatena
v49825	1	Akkermansia
v27122	2	UBA9502,Blautia_A
v37578	1	Holdemanella
v77712	1	Faecalibacterium
v82781	1	Coprococcus
v14786	1	Bifidobacterium
v51790	1	CAG-269
v52751	3	Bacteroides_F,TF01-11,UBA7160
v33658	1	Bacteroides_B
v59023	2	RIT-PI-d,Enterobacter
v45570	1	Lawsonibacter
v70932	1	Faecalicatena
v74086	1	Eisenbergiella
v82604	1	Veillonella
v42869	15	UBA7182,Clostridia_unknown,Lachnospiraceae_unknown,CAG-110,UBA11524,CAG-510,Blautia_A,KLE1615,Holdemanella,Bacteroides,Marvinbryantia,Fusicatenibacter,Dorea,Coprococcus,Eubacterium_G
v90915	1	CAG-83
v25225	1	D5
v36374	1	Agathobaculum
v79288	2	Blautia,Faecalicatena
v13763	1	Bacteroides
v60606	1	Phascolarctobacterium_A
v44097	2	Massiliomicrobiota,Ruminococcus_E
v65197	1	Veillonella
v32761	1	Akkermansia
v65732	1	Oscillospiraceae_unknown
v93024	1	Faecalibacterium
v25949	2	Oscillibacter,ER4
v48163	1	Eubacterium_E
v13705	9	Ruminococcus_A,Blautia_A,Faecalicatena,QALW01_unknown,CAG-882,CAG-590,Roseburia,Agathobacter,Eubacterium_F
v27790	1	Bacteroides
v36208	1	Dorea
v35050	2	Roseburia,Agathobacter
v77912	1	Bifidobacterium
v63567	2	Flavonifractor,Lawsonibacter
v11165	1	Ruminococcus_D
