name	A1	A10	A11	A14	A20	A22	A23	A24	A25	A26	A27	A29	A30	A31	A34	A35	A36	A38	A4	A41	A47	A51	A54	A55	A58	A60	A61	A62	A66	A68	A69	A71	A76	A78	A80	DP1	DP13	DP18	DP2	DP24	DP26	DP27	DP28	DP3	DP33	DP34	DP35	DP36	DP40	DP41	DP43	DP44	DP45	DP46	DP47	DP49	DP52	DP55	DP57	DP60	DP64	DP65	DP67	DP69	DP72	DP73	DP75	DP77	DP8	DP9
Eubacterium_hominis	0.044103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397	0	0	0	0	0	0	0	0	0	0.306153	0	0	0	0	0.003521	0	0	0	0	0	0	0	0	0	0	0	0	0.249725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023459	0
Collinsella_aerofaciens	0.043724	0	0	0.095591	0	0	0	0.146221	0	0	0	0.031674	0	0	0.023936	1.681701	0	0	0.096984	0.401832	0.051995	0.050965	0.305717	0	0.072803	0.277856	0.007228	0	0	0	0.211769	0.017987	0.342973	0.328636	0	0	0	0.066494	0	0	0	0	0	0	0.152499	0.188417	0	0	0	0	0	0	0.197611	0	0	0	0	0	0	1.15818	0	0	0	0	0	0	0	0	1.029842	0
Ruminococcus_torques	0.043249	0	0.003617	0.003282	0.005637	0	0	0.186196	0	0	0.243668	0	0	0.36574	0	0.038546	0	0.034123	0.031991	0	0.077089	0.568735	0.558858	0	0	0.080622	0.000823	0	0.044489	1.145767	0	0	0	0.283511	0.039485	0	0	3.263802	0	0	0	0	0	0	0.013934	0	0	0	0	0	1.213451	0	0	1.896243	0.237762	0	2.186728	0	0.053127	0	0	0	0.10621	0	0	0	0.243284	0.017821	0	0
Escherichia_coli	0.036827	1.059928	0.059083	0	0.026555	0	0	0.133648	0.036338	0.014943	0	0	0.585142	0.007583	0	0.810886	0.090497	0.284256	0	0	0.024921	1.542852	0.088106	0.143724	0	0.026944	0	0.526247	0.042367	0.110889	0	0.055857	0	0.400889	0	0	5.321869	0.010665	26.778322	0	0	0	0	0	0	2.963118	0	0.004753	0	0	1.636552	0	0.025497	0.88392	0.223812	0	0	54.251325	2.090181	0.27536	0.718151	0.058136	1.532306	0	0.032216	0	0	2.873635	0	0
Enterocloster_clostridioformis	0.03646	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01933	0.110835	0.084292	0	0	0	0	0	0	0.038319	0	0	0.002387	0.065874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009353	0	0	0	0	1.899724	0	0	0.017581	0	0	0	0	0
Veillonella_parvula	0.036148	0.092091	0.039745	0	0	0.022892	0	0	0.110335	0	0	0	0.082526	0.015301	0	0.005807	0.816359	0.025374	0	0	0	0	0.028953	0	0.11693	0	0	0.04013	0.00493	0.007365	0	0	0	0.122258	0	0	0	0	0	0	0	0	0	0	0	0	0.040687	0	0.209147	0.00055	0.180786	0.039606	0	3.773524	0	0	0	0	0.0018	0.19173	0.364725	0.008699	0.007883	4.766258	0	0.072788	0.012973	0.986594	0	26.054661
Vescimonas_coprocola	0.035606	0	0.175997	0.013874	0.058271	0.047534	0	0	0.031283	0.002576	0.264516	0	0	0	0	0	0	0.018687	0.177331	0.006699	0.005117	0.003058	0.022198	0	0.046479	0.012195	0.148943	0	0	0.030568	0.122458	0.094022	0	0.016001	0.039695	0	0.191183	0.030033	0	0	0	0	0	0	0.534179	0	0	0	0	0	0	0	0.005628	0	0.163197	0	0	0	0.848696	0	0	0	0	0	0	0.001736	0	0	0.348745	0
Gallintestinimicrobium_propionicum	0.034215	0	0.219509	0.123633	0.046113	0	0	3.488477	0.119131	0.015875	0.052891	0.11114	0	0	0.015679	0.008596	0	0.016268	1.061866	0.111208	0	0	0.051082	0	0.05243	0.632203	0.06699	0	0.018107	0.67052	1.362729	0.027452	0.022199	0	0	0	0	0	0	0	0	0	0	0	0.009624	0	0	0	0	0	0	0	0.241782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor_gallinarum	0.031316	0	0.00072	0	0.002788	0	0	0	0.051475	0.00526	0.035936	0	0	0	0	0.005014	0	0.01309	0.014572	0.010165	0	0.034967	0	0.009439	0	0	0	0	0	0	0.001848	0.003714	0.007819	0	0	0	0	0	0	0	0	0	0	0	0.011856	0.003502	0	0.135034	0	0	0.021011	0	0.002272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167078	0	0
Veillonella_tobetsuensis	0.030344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006462	0	0	0	0	0	0.006651	0	0	0	0	0.111909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069694	0	0	0	0	0	0	0	0	0
Anaerobutyricum_hallii	0.029175	0	0.209437	0.47898	0.439263	0	0	0.146206	0	0.059864	0.537565	0	0	0.18347	0	0	0	0.063262	0.023304	0.425921	0.00434	0.48019	0.050036	0.109947	0.155387	0.507036	0.096967	0	0.801688	0.514895	0.039849	0.065858	0.055392	0.03057	0	0	0	0	0	0	0	0	0	0	1.018719	0.358406	0	0	0	0	0	0	0.139881	0	0	0	0	0	0	0	0	0	0	0	0.009783	0	0.187762	0	0.890061	0
Bacteroides_nordii	0.027903	0	0.011681	0.00319	0.021144	0.076532	0	0	0.033734	0.006373	0.170567	0	0	0.036102	0.134164	0	0	0	0.002011	0	0	0	0.004227	0	0.01588	0	0.658866	0.00717	0	0	0.029503	0	0.019115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49888	0	0	0	0	1.448116	0	0	0	0	0	0.035594	0.488461	0
GGB9699_SGB15216	0.026482	0	0.006422	0.024904	0	0.247875	0	0	0.191903	0.103587	0.068938	0.087302	0	0.323273	0	0	0	0	0.441943	0.101075	0	0	0	0	0.023878	0.062416	0.06562	0	0.019546	0	0.049007	0	0	0	0	0	0	0.544097	0	0	0	0	0	0	1.407492	0	0	0	0	0	0	0	0.106393	0	0.639837	0	1.027994	0	0.320111	0.0672	0	0	0	0	0	0	0.00724	0	0	0
Blautia_faecis	0.022953	0.03789	0.019976	0.162153	0.19161	0.585578	0.04659	0.663843	0.023707	0.076232	0.355834	0.057888	0	0.031883	0.013535	0.124056	0.321046	0.001504	0.309986	0.391679	0.027421	0.236945	0.858947	0.178189	0.044001	0.296216	0.177967	0	0.287081	0.762488	0.322817	0.100387	0.120658	0.025467	0.061523	0	0	0	0	0	0	0	0	0.778744	0.211212	0	0	0	0	0	0	0	0.061324	0.004279	0.01759	0	0.039034	0	0.489973	0.01705	0	0	0	0	0	0	0	0.03223	0.110049	0
Dialister_pneumosintes	0.022619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037313	0	0
Streptococcus_mitis	0.022611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051697	0	0	0	0	0	0	0	0	0	0	0.013829	0.001374	0	0	0	0	0	0	0	0.073824	0	0	0	0	0	0.697515	0.040683	0.005954	0	0.002305	0	0	0	0	0	0	0.04744	0	0	0	0	0	0	0.011646	0	0	0
Waltera_acetigignens	0.022327	0	0.041627	0.282909	9.093164	0	0.225075	0.006864	1.723429	0.128531	0.004753	0.103631	0	0.044623	0.092413	0.436072	0.644746	0.014038	0.006007	1.180544	0.261046	0.497089	0.090794	0.72909	0.123782	0.329463	2.306376	0.085248	0.257899	0.938757	0.045692	14.68061	0.06471	0.131654	0.135606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004516	0	0	0	0	0	0	0	0	0	0.191231	0
Streptococcus_rubneri	0.020498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01021	0	0	0.020049	0	0	0	0.020826	0	0	0	0	0	0	0	0	0	0	0.021175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010267	0	0	0	0	0	0	0	0	0
Enterocloster_bolteae	0.018236	6.433888	0	0	0.116856	0.247877	0.0319	0	0	0	0.041662	0	0.293856	0.022544	0.037522	0.223014	0.252772	0.018984	0.000257	0	0.005557	0.186477	0.00091	0.046375	0.012986	0	0.037618	1.116257	0.007995	0.009611	0	0.032278	0.000642	0.00396	0.036078	0	0	0.288703	0	0	0	0	0	0	0	0	0	11.228435	0	0	0.355818	0	0.05678	0	0.099404	0	0.216202	0	3.048421	0.63711	0	0.135835	0	2.0858	0.995146	0	0.019584	0.459473	0	0
Ruthenibacterium_lactatiformans	0.013121	0.216544	0.02023	0.108603	0.074555	0.110162	0	0.012673	0.004604	0	0.087088	0	0	0.024929	0.010205	0.341371	0	0.004247	0.002154	0.021795	0	1.184855	0.07228	0.00373	0.018073	0.090533	0.108948	0.029314	0.071628	0.156665	0.030363	0	0.003344	0.009166	0.005682	0	0	2.032332	0	0	0	0	0	0	0.340813	0	0	0	0	0	0	0	0.034636	0	0.72346	0	1.548408	0	0.281241	0	0	0.085774	0.109478	0	0	0	0.115292	0.095289	0	0
Veillonella_rogosae	0.011992	0.003134	0	0	0	0	0	0	0	0.032038	0	0	0	0.001586	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044779	0	0	0	0	0	0.027371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144287	0	0.058434	0	0	0	0	0	0	0	0	0.04967	0.011587	0	0	0	0	0	0	0	0	0
Roseburia_amylophila	0.01104	0	0.001758	0.075791	0	0	0	0	2.685513	0	0	0.032979	0	0	0	0	0	0	0	0	0	0.792567	0	0	0	0	0.224387	0	0	0	0.002947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009747	0
Enterocloster_aldenensis	0.010425	1.233271	0	0	0.034295	0.059104	0	0	0.071005	0	0.020966	0	0.454098	0.017613	0	0.749857	0	0.017641	0	0	0	0.132473	0	0	0	0	0	0.292943	0	0	0	0	0	0	0.080891	0	0	0.344	1.219398	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009511	0	0	0	0.07456	0	0.682885	0.64176	0	0.121664	0	0	0.32297	0	0	0.132888	0	0
Clostridiaceae_bacterium	0.009729	0	0.169145	0	0	0.016472	0	0.146309	0.010377	0	0.514118	0.002729	0	0.15501	0	0	0	0.109689	0.137918	0.114302	0.227979	1.687011	0.124398	0	0.202491	0.077	0.066442	0	0.100012	0.10991	0.137346	0	0.013977	1.072989	0	0	0	0.268937	0	0	0	0	0	0	0.014963	0	0	0	0	0	0	0	0.116988	0	0	0	0.169746	0	0.112054	0.10227	0	0	0	0.003865	0.003244	0	0.14534	0	0.062262	0
Streptococcus_australis	0.009223	0.004439	0.00321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001588	0	0	0.037339	0	0	0	0	0.006909	0	0.01229	0	0	0	0.004697	0	0	0	0	0	0.021622	0	0	0	0	0	0	0	0	0	0.007487	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011222	0	0	0	0	0.001852	0
Streptococcus_parasanguinis	0.008925	0.033887	0.050825	0	0	0	0	0.048835	0	0	0.014102	0.011566	0	0	0	0	0.00599	0	0	0	0	0	0	0	0	0	0	0	0	0.019307	0.002853	0	0	0	0.020022	0	0	0	0	0	0	0	0	1.154487	0.117172	0	0	0	0	0	0	0	0.217567	0	0	0	0.17088	0	0.168734	0	0	0	0.03919	0	0	0.89701	0.406627	0.065656	0.144379	0
Roseburia_hominis	0.008077	0	0.075607	0	0.842557	0	0	0.203578	0	0.384667	0.190271	0.360942	0.053203	0	0.925232	0.85449	0.01553	0	0.384063	0.216506	0	0.98414	0.32941	0.025708	0.025451	0.512015	0.01409	0	0.016862	0.19005	0.501464	0.831177	0.962778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164425	0	0	0	0	0	0	0	0	0	0	0.030489	0	0	0	0	0	0
Intestinibacter_bartlettii	0.007054	0.020765	0	0.163333	0	0.11815	0	0	0	0	0.048812	0	0	0	0.0048	0	0.003939	0	0	0	0	0	0.00927	0	0.005643	0.013916	0	0	0.027943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234296	0	0	0	0	0.056899	0	0	0	0	0	0	0	0.015622	0	0	0
Clostridium_innocuum	0.006953	0.028946	0	0	0	0.016717	0	0	0	0	0	0	0.007251	0	0	0.018183	0.110745	0	0	0	0	0	0	0	0	0	0	0.058291	0.011126	0.034235	0	0	0	0	0.003486	0	0.441344	0.10143	0	0	0	0	0	0.569407	0	0.065887	0	0.1312	0	0	0.177271	0	0.010614	0	0	0	0.043549	0	0.112924	0.00412	0.607465	0	0.018887	0	0.525717	0.00534	5.140928	0.041599	0.071878	0
bacterium_210917_DFI_7_65	0.005457	0.300458	0.031557	0	0.090669	0	0	0	0.035042	0	0.070358	0.011234	0	0.0338	0.046795	0.048021	0	0.026988	0.021494	0.034813	0.034974	0.120798	0.018859	0.011681	0.023276	0.024798	0.03814	0	0.052065	0.024174	0.033685	0	0.001823	0.337628	0	0	0	0.037657	0	0	0	0	0	0	0.078272	0	0	0	0	0	0	0	0	0	0	0	0.003397	0	0	0	0	0.00802	0	0	0	0	0	0	0.006032	0
Eggerthella_lenta	0.004314	0.050702	0.008727	0.000531	0.012676	0.082905	0	0.019765	0.01981	0	0.075811	0	0.021872	0.0527	0	0.308254	0	0.000784	0	0	0	0.032903	0.010696	0	0	0	0	0.186084	0.348765	0.090016	0.003369	0	0	0.011324	0.016342	0	0	0.034965	0	0.017015	0	0	0	0	0	0	0	0	0	0	0	0	0.006415	0.011197	0	0	0	0	0.407505	0.48784	0	0	0.073883	0.217861	0.06691	0.003282	7.523675	0.042304	0.005488	0
Alistipes_indistinctus	0.002928	0	0.088618	0.066026	0.108911	0	0	0	0	0	0.12857	0	0	0	0.019893	0	0	0	0	0	0	0.480303	0	0	0	0.01186	0	0.0029	0	0.002292	0.025413	0.030664	0	0	0.110574	0	0.715112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.200956	0	0	0	0.00164	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia_inulinivorans	0.002249	0	2.354037	1.272625	0.083897	0	0.304348	1.023348	0.153711	0.003374	0	0.042385	0	0	0.085777	0.258886	3.671768	5.13028	2.140494	0.778715	3.036434	1.765261	0.715538	0.031839	0.523134	0.233923	0	0	1.622087	0.575562	0.044413	0.004514	0.543727	0.817369	2.860075	0	0	0.081275	0	0	0	0	0	0	0.002512	0.195013	0	0	0	0	0	0	0	0	0.009923	0	0	0	0.491503	0	0	0	0	0.51083	0	0	0.007593	0	0.650001	0
Mediterraneibacter_glycyrrhizinilyticus	0.001413	0	0.015761	0	0	0	0	0	0	0	0	0	0	0	0	0.01347	0	0	0	0	0	0.038689	0.025418	0.026667	0	0	0.012977	0	0.054446	0	0	0	0	0.018151	0.020634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126625	0	0	0	0	0.070348	0	0	1.069739	0.006946	0.000921	0
Roseburia_faecis	0	24.517432	0	0.261241	0.161319	8.621856	0.404485	0	1.817554	3.241624	0.3463	0.080481	0	0.357339	5.199576	0.017004	17.350499	2.468042	0.227479	1.885628	0.073381	0	3.632126	0	0.138923	0.264554	1.06166	0	0.352439	0	0	0.164642	0	0.411309	0	0	0	0.078232	0	0	0	0	0	0	0.479794	0	0	0	0	0	0	0	1.327368	0	0	0	0	0	0	0	0	0.121115	0	0	0	0	0	0	0.410707	0
Roseburia_intestinalis	0	9.777324	0	0	0	0	0.061575	1.017327	0	0	0	0	0	0	0.002633	0.41952	7.715429	0	0	0	0	0	7.519796	0	0	0	0	0	0.31567	2.101865	0	0	0	0	0.042687	0	0	0	0	0	0	0	0	0	0	0.047202	0	0	0	0	0	0	0.880813	0	0	0	0	0	0	0	0	0	0	0.038419	0	0	0	0	0	0
Parasutterella_SGB9260	0	3.946806	0	0	0	0	0.038947	0.167386	0.723976	0	0	0.016661	0.80711	0.406053	0.990488	0	0	0	0	0	0	0	0.024307	0	0	0	0	0	0	0	0	0.866846	0	0	2.57159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01772	0	0	0	0	0	0	0	0	0	0
Hungatella_hathewayi	0	2.03244	0	0	0.163353	0	0	0	0.000335	0	0.110695	0	0.108878	0.015802	0.007817	0.027576	0.046847	0.00544	0	0	0	0.00904	0	0.01398	0	0	0	0.203237	0.002048	0	0	0	0	0	0	0	0	0.31439	0	0	0	0	0	0	0	0	0	0	0	0	0.026756	0	0	0	0	0	0.019986	0	0.349541	0.0182	0	0.016837	0	0.028852	0	0	0.29627	0.058086	0	0
Jutongia_hominis	0	1.721792	0	0	0	0	0	0	0	0	0	0	0	0.115889	0	0.072087	0.260506	0	0	0	0	0	0.003698	0.557	0	0	0	0	0	0.087553	0	0	0.475704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_AF27_2AA	0	1.423356	0.051236	0	0	0	0	0.265797	0	0.083649	0	0	0	0.169545	0.014068	0	0	0	0	0	0.069357	0	0	0	0	0	0	0	0.865017	0.030288	0.024555	0.416959	0.470889	0.029663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eisenbergiella_massiliensis	0	1.368619	0	0.007671	0.118062	0.49524	0	0	0	0	0	0	0	0	0	0.017084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038	0	0	0	0	0	0	0	0.163334	0.055358	0	0
Enterocloster_asparagiformis	0	0.699026	0	0	0	0	0	0	0	0	0.024928	0	0	0.028726	0	0	0	0.031897	0	0	0	0.013998	0	0.01657	0	0	0.008492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001232	0	0	0	0	0	0.031786	0	0.038708	0	0	0	0	0	0.070129	0.16306	0	0	0	0	0	0	0	0	0	0
Enterocloster_citroniae	0	0.376944	0.00085	0	0.026942	0.050691	0	0.004674	0	0	0.072115	0	0	0.047244	0.013489	0.142329	0.006726	0	0.006739	0	0.000244	0.070248	0.025406	0.01218	0	0	0.000727	0	0	0	0	0	0	0	0.013764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04494	0	0	0	0.056528	0.07707	0	0.038797	0	0	0.001354	0	0	0	0	0
Coprococcus_phoceensis	0	0.221457	0	0	0	0	0	0	0.156017	0	0	0	0.147472	0.10863	0	0.594335	0.643947	0.053403	0	0	0.044358	0	0	0	0	0.015545	0	0.93994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05017	0	0	0	0	0	0	0	0	0	0	0	0	0.003517	0	0	0	0	0.002582	0.012948	0	0.043901	1.073743	0	0
Blautia_stercoris	0	0.140898	0.01338	0.107595	0.467506	0	0	0	0	0	0.033083	0	0	0	0	0.513313	0	0.030888	0.140225	0	0.0585	0.023566	5.182584	0	0.125367	0.08401	0.038787	0	1.388892	0	1.784208	0.110422	0.238796	0.047511	0	0	0	0	0	0	0	0	0	0	0.01359	0	0	0	0	0	0	0	0.047547	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037258	0	0.215445	0
Gemmiger_SGB72777	0	0.13449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082282	0	0	0	0	0	0.102439	0	0.486073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella_atypica	0	0.109248	0.043417	0	0	0.001489	0	0	0.01383	0	0	0	0	0	0	0	0.126137	0	0	0	0	0	0	0	0	0	0	0	0	0.03147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003804	0	0	0	0.028233	0	0.117382	0	0.013891	0.137844	0	0	0	0	0.023119	0	0	0	0	0	0	0	0	0.540971	0.002656	0
Longicatena_caecimuris	0	0.109042	0	0	0.012523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00465	0	0.019017	0	0	0	0	0	0	0	0	0.54046	0	0	0	0	0	0	0.050769	1.202872	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01346	0	0	0.127943	0	0.400629	0.001638	0.282831	0	0	0
Faecalimonas_umbilicata	0	0.086877	0	0	0	0	0	0	0	0	0	0	0.10524	0	0	0	0.045999	0	0	0	0	0	0.080073	0.017946	0	0	0	0.13421	0	0	0	0.025923	0	0.120432	0	0	0	0	0	0	0	0	0	0.252242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.972709	0	0	0	0	0	0	0	0	0	0	0
Parasutterella_excrementihominis	0	0.077951	0.082679	0	0.255	0.264504	0	0	0	0	0.123214	0.001292	0	0	0	0	0	0	0.311163	0.023802	0	0	0.000774	0	0	0	0.160887	0	0.583391	0	0.158316	0	0.049932	0	0	0	0	0	0	0	0	0	0	0	0.000449	0	0	0.886549	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031134	0	0	0	0	0	0	0.606071	0
Clostridium_sp_1001270J_160509_D11	0	0.066859	0	0	0	0.030056	0	0	0	0	0.015707	0	0	0	0	0	0	0	0.001366	0	0	0	0.017033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01389	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225894	0	0	0	0	0	0	0	0	0	0	0
Prevotella_bivia	0	0.043278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005173	0	0	0	0	0	0	0
Coprobacillus_cateniformis	0	0.041055	0	0	0.014238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008723	0	0.004169	0	0	0	0	0	0	0	0	0	0.062006	0	0	0	0	0	0	0	0.001229	0	0	0	0	0.048305	0	0	0	0	0	0	0	0	0	0.031035	0	0	0.00549	0	0	3.934727	0.006266	0.13563	0
Sellimonas_intestinalis	0	0.040935	0	0	0	0	0	0	0	0	0.031633	0	0	0	0	0.132662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021586	0	0	0	0	0.032749	0	0	0	0.008994	0	0
Acutalibacter_sp_LFL_21	0	0.040106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.040229	0	0	0	0	0	0	0	0	0.015038	0	0	0	0	0	0	0	0	0.002243	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerostipes_caccae	0	0.033163	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00814	0.017742	0	0	0	0	0	0	0	0	0	0	0	0.007378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023523	0	0.19713	0	0	0	0	0	0	0	0	0	0	0
Clostridium_hylemonae	0	0.028085	0	0	0	0.01214	0	0	0	0	0.000615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011715	0	0	0	0	0	0	0	0	0	0	0
Faecalicatena_contorta	0	0.018888	0	0	0.112086	0	0	0	0.002427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05693	0	0	0	0	0.011837	0	0	0	0	0	0.001897	0	0
Streptococcus_gordonii	0	0.010487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03551	0	0	0	0	0	0	0.15677	0	0	0
Blautia_producta	0	0.006052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142223	0	0	0	0	0	0	0	0	0.282953	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_sanguinis	0	0.005136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128765	0	0	0	0	0	0	0	0	0	0	0.009317	0.004941	0	0	0	0	0.001936	0	0	0.301318	0.007002	0	0	0.045063	0	0	0	0.094605	0	0	0	0	0	0	0	0	0.05174	0	0	0.017637	0	0	0	0.490463	0	0	0
Anaeroglobus_geminatus	0	0.004863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeromassilibacillus_senegalensis	0	0.004697	0	0	0	0	0	0	0	0	0.074385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009197	0	0	0	0	0	0	0	0	0	0	0	0	13.298751	0	0	0	0	0	0.024631	0	0	0	0	0	0	0	0	0	0.073664	0	0.004839	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerostipes_hominis_ex_Lee_et_al_2021	0	0.003376	0	0	0	0.002384	0	0	0	0	0	0	0	0	0	0	0.011347	0	0	0	0	0	0	0	0	0	0	0.022475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_sp_ph3	0	0.002576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201636	0	0	0	0	0	0	0.088445	0.10187	0	0	0	0	0	0	0.068369	0	0	0
Rothia_mucilaginosa	0	0.000324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033458	0	0	0	0.001848	0	0	0	0	0	0	0.001823	0	0	0	0	0	0	0	0	0.044324	0.049685	0.070608	0	0.706517	0	0	0.045945	0.077592	0.177595	0.027691	0	0	0	0.005625	0	0.013358	0.03041	0	0	0	0	0	0.001216	0.030953	0	0.020813	0
Agathobacter_rectalis	0	0	8.316019	0.182109	0.066712	0	0.647549	5.848821	0	0	0.086253	0.446656	0	0.178521	0.005684	0	0	0	2.28982	18.194746	0.054498	0	1.826215	6.739142	0.555852	5.225854	0	0	5.196822	8.698997	1.91496	1.508944	1.629194	0	0	0	0	0.254092	0	0	0	0	0	0	0	0.043553	0	0	0	0	0	0	0.268018	0	4.774939	0	0	0	0	0.00758	0	0	0	0	0	0	0	0	1.120468	0
