name	A1	A10	A11	A14	A20	A22	A23	A24	A25	A26	A27	A29	A30	A31	A34	A35	A36	A38	A4	A41	A47	A51	A54	A55	A58	A60	A61	A62	A66	A68	A69	A71	A76	A78	A80	DP1	DP13	DP18	DP2	DP24	DP26	DP27	DP28	DP3	DP33	DP34	DP35	DP36	DP40	DP41	DP43	DP44	DP45	DP46	DP47	DP49	DP52	DP55	DP57	DP60	DP64	DP65	DP67	DP69	DP72	DP73	DP75	DP77	DP8	DP9
GGB51647_SGB4348	0	0	5.898477	15.231839	0	0	0	0	0	1.615904	5.121177	0	0	0	0	0	0	0	0	0	0	0	8.487273	0	9.351779	0	3.678887	0	0	0	0.015437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.201666	0	0	0	8.632225	0	0.704188	0.17422	0	0	0	0	0	0	0	0	0	0
Faecalibacterium_SGB15346	0	0	5.769701	0.048289	0	2.375498	1.431622	4.718178	0.233134	1.787572	0.073291	0.020916	0	0.454557	0.233136	0.603425	0	0.501237	4.790386	4.034283	0.340601	0	0.311942	0	0.088267	1.333994	0.169347	0	3.415535	1.603004	6.306248	0.079441	1.016195	0.057297	1.215354	0	0	0.012513	0	0	0	0	0	0	0.449302	1.46806	0	0	0	0	0.126744	0	0.021871	0	0	0	0	0	0	0	0	0.064403	0	0	0	0	0.061082	0	2.616657	0
Phocaeicola_plebeius	0	0	4.423143	3.105195	0	0	18.552438	0	0	33.540154	0	5.631515	0	0	32.850702	0.001135	0	9.390016	0	2.621235	2.053968	0	0.320078	0	0.169719	0	0	0	0	0	0	0	0	0.245067	0	0	0	0	0	6.279946	0	0	0	0	2.953946	21.704796	0	0	0	0	0	0	0.418766	0	0	0	0.166832	0	0	0.00555	0	2.101859	0	0	0	0	0	0	3.175482	0
Alistipes_putredinis	0	0	3.832399	1.256487	2.326003	2.063633	0	1.3465	1.140178	1.043318	4.793011	2.483771	0	0	3.149373	0.087927	0	0	0.390344	1.801606	0.107472	1.484012	0.000705	0.398341	0	3.711207	0	0	2.730239	2.4993	2.368496	0	0	0	1.55306	0	0	9.421332	0	0	0	0	0	0	2.954734	0	0	0.005108	0	0	0.002282	0	0.076747	0	0	0	4.339097	0	2.249688	0.26608	0	0.474108	0	0	0	0	0.675228	3.436714	0.529797	0
Gemmiger_formicilis	0	0	3.048659	3.65061	0.109826	0.256841	2.169375	5.691959	3.897739	0	5.244121	0.143498	0	0	0.164176	0	0	0.368232	1.945979	2.64614	0.031097	1.684712	0.980182	0	0.34254	4.613559	0.688409	0	1.932288	7.350445	2.550211	0.086325	0.859783	0.257307	0	0	0	0.622328	2.130523	0.000761	0	0	0	3.073328	1.123511	0	0	0	0	0	7.853918	0	1.24421	0	0.012862	0	0	0	0	0.08877	0	0.752027	0	0	0	0	0	0	4.004674	0
Bacteroides_stercoris	0	0	2.139744	0.580008	0.363775	0.332944	0.997882	0.722667	0	0.543681	0	0.082306	43.277232	11.375105	0.396979	0	0	0.524594	0.44807	0.256667	0.213904	5.104945	0	0	1.351528	5.575275	2.941659	0	0	6.994202	0	0	0	0	0	0	0	0	0	0	0.001048	0	0	0	0.04207	0	0	18.798813	0	0	0	0	0	0	0	0	20.948515	0	0.039174	0	0	0.817007	0	0	12.038832	0.044749	0.05834	22.897394	1.721928	0
Bifidobacterium_pseudocatenulatum	0	0	1.431685	0.042471	0	0.04841	0.187238	0.02984	1.083971	0.025678	0.293852	0	0.08466	0.415288	0.03927	0	0	0	0	0.011811	0	0	0.012149	0	0	1.236661	0.036131	0	0.815255	0	0.00432	0	0.00208	0.217266	0	0	0	0.484321	0	0	0	0	0	0	0	0.520489	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14535	0	0	0	0	0	0	0	0	2.131386	0
Phascolarctobacterium_faecium	0	0	1.037777	1.001537	3.438362	0	4.747286	0.619852	0	1.099322	0.969011	0.038124	0	0	0	2.083528	0	0	0	0	2.919336	0	1.063398	1.656467	0	0	0	3.372885	0.876221	0.527178	0.890442	0	0.684053	0.178179	7.213491	0	5.424738	0	0	0	0	0	0	0	2.047013	2.025189	0	0	0	0	2.664923	0	0	0	0.60556	0	0.179814	0	0.124734	0.97812	0	1.375498	16.902074	0	3.040053	0.001204	9.932508	0.276311	5.297555	0
Bacteroides_caccae	0	0	0.839616	0.010184	0	0	0.48952	0.048206	1.841695	0.011672	0.263994	0.100907	0	0	0.345683	0	0	0	0.11476	0.162845	0.375732	0	0.001829	0	0.136254	0.156262	0.355782	0	0.823569	0.254264	0	0	1.529978	0	0.747296	0	0	4.849115	0	0.00584	0	0	0	0	0.787029	0	0	0	0	0	0	0	0	0	0	0	0.130578	0	0.455217	0	0	2.229166	15.074698	0.007046	2.703933	0.005498	0.356433	1.277723	0.00027	0
Clostridium_fessum	0	0	0.786706	0.016097	0.407803	0.595321	1.104208	4.664152	1.13292	0.32738	0.374216	0.084936	0	0.342814	0.375231	0	0	0.700701	0.851601	2.074159	0.829095	2.69759	0.891598	0	0.330708	0.188532	0.060473	0	0.395372	0.921257	0.692797	0.881554	0.124373	2.98526	0.833298	0	0	0.095751	0	0	0	0	0	0	0.318345	2.759034	0	0	0	0	0	0	0.728262	0	0	0	0.02385	0	0.272559	0	0	0	0	0	0	0	0.018775	0	1.2557	0
Bacteroides_faecis	0	0	0.746446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes_shahii	0	0	0.559285	0.395558	0	0	0	0.308721	0.954924	0.224293	0	0.275346	0.620337	0	0.669815	0	0	0.049485	0	0.083756	0.145213	0	0.0157	0	0.806022	0.315528	0.132026	0	0.402101	0.573653	0	0.744591	0	0	0	0	0	2.012123	0	0	0	0	0	0	0.364738	0	0	0	0	0	0	0	0.109123	0	0	0	0.469179	0	0.073889	0.0572	0	0.432519	0.052139	0	0	0	0.098957	0.4167	0	0
GGB9715_SGB15265	0	0	0.554559	0	0	0	0	0.046741	0.326836	0	0	0.01453	0	0	0	0	0	0	0.822692	0.184714	0.016271	0	0.735385	0	0.301702	0.572603	0.035952	0	0	0	0.13126	0.232148	0.033221	0.007974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065723	0	0.634769	0	0.027267	0	0	0.17028	0	0	0	0	0	0	0	0	0.026219	0
Oscillibacter_sp_ER4	0	0	0.542478	2.028271	0	0	0	0.614808	0	0	2.922554	0.302261	0	0	0	0	0	0	1.442603	0.43694	0.022802	0	0.131245	0	2.684401	0.441839	1.064744	0	0	2.327596	0.499199	0	0.025026	0.008091	0	0	0	0.199785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.939149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_finegoldii	0	0	0.448402	0.322674	0	0	0.480541	0.052417	0	0.495798	0	0.084074	0	0	0.458585	0	2.722113	0	0	0.118849	0.027535	0	0.03142	0	0.043088	0	0	0	0	1.046532	0	0	0	0	0.157867	0	0	1.735614	0	0	0	0	0	0	0.211076	0	0	0	0	0	0	0	0	0.041441	0	0	0.150102	0	0	0	0	1.726011	0	0	6.790715	0.027752	0.030565	0	0	0
Alistipes_finegoldii	0	0	0.263777	0.094812	0	0	0	0	0.134011	0.003845	0	0.008381	0	0.262253	0	0	0	0	0	0	0	0.398892	0	0	0.036782	0.128315	0	0	0.078719	0.018106	0	0	0.102811	0	0	0	0	0	0	0	0	0	0	0	0.070575	0	0	0	0	0	0	0	0	0	0	0	0.007522	0	0.23159	0.03546	0	0.289487	0	0	0	0	0.104084	0	0	0
Roseburia_zhanii	0	0	0.229647	0	0	0	0	0.019651	0	0	0	0.003462	0	0	0	0	0	0	0	0	0	0	0	0	0.014989	0	0	0	0	0	0.107958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB2982_SGB3964	0	0	0.199653	0	0.114008	0	0	0	0.012246	0.027756	0	0.067138	0	0.024291	0	0	0	0	0.033046	0.045487	0.003208	0	0.016474	0	0	0	0.046123	0	0	0	0.031322	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_SGB4714	0	0	0.17101	0	0	0	0	0.040624	0	0.489848	0.01298	0.074242	0	0.231927	1.056215	0	0	0	0.056865	0	0.073969	0.099671	0	0	0.013466	0	0.03259	1.377917	0.054943	0.102131	0.046308	0.54866	0.481669	0.861802	0	0	0	0.020381	0	0	0	0	0	0	0.057608	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38337	0	0	0	0	0	0	0	0	0	0	0
Mediterraneibacter_faecis	0	0	0.164809	0.050609	0	0	0	0.687767	0.05882	0.143011	0.156888	0.00736	0	0.785869	0.032071	0	0	0.180514	0.098599	0.246417	0.093664	0.19231	0.246392	0	0.250178	0.257184	0	0	0.302706	0	0.314969	0.262054	0.609491	0.467422	0	0	0	0	0	0	0	0	0	0	0.810641	0.952144	0	0	0	0	0	0	0.018725	0	0	0	0	0	0	0.13936	0	0	0	0	0.034691	0	0.553117	0	4.653293	0
Hominenteromicrobium_mulieris	0	0	0.154299	0.120591	0	0	0	0.504604	0.043946	0	0.042518	0.015872	0	0	0	0	0	0	0	0.035359	0	0	0	0	0.027276	0.291641	0.008949	0	0	0.086287	0.034551	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103665	0	0	0	0	0	0	0	0.044594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086474	0
Bacteroides_sp_AF16_49	0	0	0.148539	0	0	0	0	0.001722	0	0	0	0.00802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_bicirculans_ex_Wegman_et_al_2014	0	0	0.142825	0.019126	0.057163	0	0	0.115881	1.654034	3.920425	0.190224	0.030734	0	0.397301	0.860028	0.167951	0	0	3.691463	0.001993	0	0	0	0	0	1.604639	0	0	0	0	0.034939	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae_unclassified_SGB4771	0	0	0.128564	0	0	0	0	0.151486	0	0.060569	0.021475	0.001916	0	0	0	0	0	0	0.308939	0.019086	0	0	0	0	0	0.07481	0	0	0	0.024319	0.135279	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes_communis	0	0	0.097976	0.127813	0	0	0	0.027116	0.038042	0.142194	1.777956	0.033178	0	0	0.340476	0	0	0	0.022156	0	0.00839	0.007855	0	0	0.519914	0	0	0	0.017763	0	0	0	0	0	0.067564	0	0	0	0	0	0	0	0	0	0.063726	0	0	0	0	0	0	0	0.557186	0	0.203766	0	0.129685	0	0.096073	0	0	0	0	0	0	0	0	0	0	0
Dysosmobacter_segnis	0	0	0.08567	0.289091	0.205268	0	0	0	0.206977	0.117204	0.362614	0.691013	0	0	0	0	0	0	0.191357	0.068703	0.005954	0	0.059476	0	0.099262	0.102326	0.568738	0	0.203688	0.252952	0.107744	0.443244	0.174045	0.16753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058155	0
Clostridiaceae_bacterium_AF18_31LB	0	0	0.074303	0	0.007147	0.094979	0	0.019017	0	0.096766	0.011409	0.029226	0	0.021744	0	0	0	0	0.120186	0.015469	0.080499	0.052113	0.011711	0.081651	0.026486	0.045283	0.024201	0	0.353897	0.009844	0.10269	0.066388	0.211586	0.297919	0.078253	0	0	0.007903	0	0	0	0	0	0	0.038479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscillospiraceae_bacterium_Marseille_Q3528	0	0	0.06972	0.067622	0	0	0	0.106131	0	0	0	0.008349	0	0	0	0.007068	0	0	0.020992	0.045473	0.016214	0	0.007249	0	0.040232	0.023745	0.001453	0	0.012235	0.01881	0	0	0.010472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9715_SGB15260	0	0	0.064453	0.047864	0	0	0	0.039843	0	0	0.45761	0.225904	0	0	0	0	0	0	0	1.390992	0.01449	0	0	0	0	0.113216	0	0	0	0.252217	0	0	0	0	0	0	0	1.083099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evtepia_gabavorous	0	0	0.060454	0.064665	0.050325	0	0	0	0.003266	0	0.066517	0.00062	0	0	0	0.067759	0	0.007046	0	0	0.016662	0.055691	0.206333	0	0	0	0.026632	0	0.057304	0.442423	0.062501	0	0	0.104033	0	0	0	0.041986	0	0	0	0	0	0	0.056401	0	0	0	0	0	0	0	0.035665	0	0	0	0	0	0.244219	0	0	0	0	0	0	0	0	0	0	0
Holdemania_massiliensis	0	0	0.057231	0.008974	0	0	0	0	0.030143	0	0.016811	0	0	0	0	0	0	0	0.015408	0	0.000259	0	0	0.004671	0	0.00098	0	0	0.029153	0	0	0.011478	0	0	0	0	0	0.03098	0	0	0	0	0	0	0	0.05667	0	0	0	0	0.030163	0	0	0	0	0	0	0	0.042277	0	0.221632	0	0	0	0	0	0.238405	0	0	0
GGB9627_SGB15081	0	0	0.055197	0	0.113131	0	0	0	0	0.011962	0	0.002287	0	0	0	0	0	0	0	0	0	0	0	0	0.107468	0	0	0	0	0	0	0	0	0	0	0	0	0.167965	0	0	0	0	0	0	0.005467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides_faecis	0	0	0.051548	0	0	0	0	0	0.004241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lawsonibacter_asaccharolyticus	0	0	0.051214	0	0.040923	0.124538	0	0	0.134546	0.011069	0.208256	0	0	0	0	0.108429	0	0	0.000276	0.074463	0.003364	0.584874	0	0	0	0	0.012549	0	0.150494	0	0	0	0	0.07848	0	0	0	0.020377	0	0	0	0	0	0	0.060931	0	0	0	0	0	0	0	0.04309	0	0	0	0.0234	0	0.018391	0	0	0.08046	0	0	0	0	0	0	0.063005	0
Adlercreutzia_equolifaciens	0	0	0.041456	0.054054	0.10308	0	0	0.041459	0	0	0.012044	0.002053	0	0	0	0	0	0	0.004267	0.22312	0	0	0.019664	0	0	0.006548	0.006427	0	0	0.203082	0.01868	0	0.009445	0	0	0	0	0.068534	0	0	0	0	0	0	0.050626	0	0	0	0	0	0	0	0.032337	0	0	0	0	0	0	0	0	0	0	0.00161	0	0	0	0	0.077532	0
Clostridium_leptum	0	0	0.041254	0.002549	0.024224	0	0	0	0	0	0	0.02077	0	0	0	0.001992	0	0	0.033113	0	0	0.169483	0	0	0	0.07649	0	0	0.036251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012822	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011461	0	0	0	0	0	0	0	0	0	0	0
Faecalibacillus_intestinalis	0	0	0.041163	1.033892	0.133332	0	0.075023	0.033506	0.221661	0.090264	0.297609	0.094981	0	0.105986	0.025141	0	0.322354	0.165814	0.194704	0.001776	0.122023	0.254236	0.307138	0.380585	0.045449	0.43994	0.074368	0	0	0.038944	3.362501	0	0.33049	0.024147	0	0	0	0.098412	0	0	0	0	0	0	0.627032	0.912202	0	0	0	0	0.717697	0	0.761374	0	0	0	0	0	0	0.0855	1.079756	0	0.025627	0	0	0	0	0	0	0
Eubacterium_sp_AF34_35BH	0	0	0.027093	0.043804	0.083182	0	0.021201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244308	0	0.050875	0.01462	0	0.237559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025188	0	0	0	0	0	0.016139	0	0	0	0	0	0	0	0	0	0	0
Bilophila_wadsworthia	0	0	0.0261	0.013659	0.0815	0.166811	0	0.00786	0.102911	0.274951	0.203955	0.04779	0	0	0.090575	0.386055	0	0	0.050654	0.008539	0.110878	0.22735	0.043204	0	0	0.001627	0.118217	0.261399	0.078324	0.001614	0.047318	0	0.065882	0.157234	0	0	0	0	0	0	0	0	0	0	0.072307	0	0	0	0	0	0.012685	0	0	0	0.217897	0	0.05356	0	0.526496	0.04522	0	0	0.360874	0	0	0	0	0.124331	0.180993	0
GGB9760_SGB15373	0	0	0.025853	0.000224	0	0	0	0.148332	0.01335	0	0.0653	0.001715	0	0.041025	0	0	0	0	0	0.020721	0	0	0	0	0.013404	0.13561	0.001772	0	0	0.047053	0.028999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004482	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009963	0	0	0	0	0	0	0	0	0	0.138331	0
GGB9454_SGB14846	0	0	0.023875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9358_SGB14334	0	0	0.023038	0	0	0	0	0	0	0	0	0.002984	0	0	0	0	0	0	0	0.053704	0	0	0	0	0	0.030867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175236	0	0	0	0	0	0.155093	0	0.002538	0	0	0	0.325025	0	0.984056	0	0	0	0	0	0	0	0	0	0.003416	0
Clostridium_sp_AF32_12BH	0	0	0.019778	0	0	0	0	0.024415	0	0	0	0.000195	0	0.012496	0	0	0	0	0.02093	0.022489	0.005699	0	0.03397	0	0.001931	0	0.000196	0	0	0	0	0	0	0.044807	0	0	0	0.002067	0	0	0	0	0	0	0.07723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Longibaculum_muris	0	0	0.017146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8747	0	0	0	0	0	0.095047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB81330_SGB15022	0	0	0.016311	0.005544	0	0.045537	0	0.053118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricimonas_virosa	0	0	0.01518	0.045512	0.221461	0.027935	0	0	0	0.163335	0.112141	0.026172	0	0	0.066181	0	0	0	0	0	0.019949	0.021463	0	0	0.029159	0.213057	0.086507	0	0	0	0.352616	0	0	0	0	0	0	1.753131	0	0	0	0	0	0	0.027247	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391604	0	0	0.45165	0	0	0	0	0	0.010553	0	0
Clostridium_SGB4751	0	0	0.013809	0	0	0	0	0.117611	0	0	0.018858	0	0	0	0.039212	0	0	0	0.010909	0.054816	0.007359	0.146681	0.007595	0	0.013562	0.015253	0.019604	0	0	0	0	0.029203	0	0	0	0	0	0	0	0	0	0	0	0	0.042589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae_unclassified_SGB4769	0	0	0.013246	0	0.019076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes_provencensis	0	0	0.012127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hominiventricola_filiformis	0	0	0.011592	0	0.004007	0	0	0.026036	0	0	0	0.001657	0	0	0	0	0	0	0.086226	0.05515	0.009266	0	0.001857	0	0.003781	0.00954	0	0	0	0	0.037921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB51491_SGB71859	0	0	0.011443	0.002744	0	0	0	0.005565	0	0	0	0	0	0	0	0	0	0	0	0.009057	0	0	0.000972	0	0	0	0	0	0.006257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014278	0	0	0	0	0	0	0	0	0	0	0	0.000595	0	0	0	0	0	0	0	0	0	0	0	0	0
Dorea_sp_AF36_15AT	0	0	0.011057	0.016097	0	0	0	0.10393	0	0	0.010585	0	0	0	0	0	0	0	0.023955	0.020602	0.009504	0	0.015341	0	0.02102	0	0.000507	0	0	0.051104	0.026082	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107509	0
Oscillospiraceae_bacterium	0	0	0.009785	0.16401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035006	0.011659	0	0	0	0	0.030692	0	0	0	0	0.038739	0	0	0.002918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101698	0	0.014385	0	0	0	0	0	0	0	0	0	0	0
GGB52130_SGB14966	0	0	0.009691	0	0.026251	0	0	0	0	0	0.030497	0	0	0	0	0	0	0	0	0.011547	0	0	0	0	0	0	0	0	0	0.002177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034663	0	0	0	0.002719	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusicatenibacter_faecihominis	0	0	0.008315	0.002906	0	0.005358	0	0.134196	0	0	0.014432	0.015297	0	0.001195	0	0.029072	0	0	0.109619	0.018561	0	0.002259	0.193105	0	0.006169	0.074271	0.001698	0	0.059827	0.094461	0.016541	0	0.017103	0.004577	0.008032	0	0	0	0	0	0	0	0	0	0.037935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011223	0
Anaerotignum_sp_MSJ_24	0	0	0.007648	0.005938	0.110117	0	0.012357	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016863	0	0	0	0	0.015242	0	0	0.046909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_cellulosilyticus	0	0	0.007564	0.904396	0.364683	0.041497	0	0.006206	0.144772	0	0.024982	0.090814	0	0.098899	0	0.020864	0	0.002781	0	0	0	0	0	0.091648	0.02621	0.100185	0.25345	0	0.428563	0	0.400607	0.958125	0.010958	0	0.097077	0	0	1.807628	0	0	0	0	0	0	0.057328	0	0	0.00822	0	0	0	0	0	0	0	0	0	0	0.042336	0	0	0.024031	0	0	0	0	0.035058	0	0	0
Dysosmobacter_welbionis	0	0	0.007369	0	0.124805	0.195021	0	0	0.165319	0.045941	0.742951	0.003211	0	0.879582	0.068856	0.511994	0	0	0.044502	0.025007	0.038468	0.983962	0	0.104316	0.001448	0.080704	0.070699	0.350329	0.241361	0.016742	0	0	0.004458	0.013487	0.092107	0	0.119326	0.153702	0	0	0	0	0	0	0.493289	0	0	0.508344	0	0	0	0	0.209295	0	0.622971	0	0.206478	0	0.004546	0	0	0.548936	0.100103	0	0.671337	0	0.002587	0	0	0
GGB9534_SGB14937	0	0	0.007018	0.012902	0.01319	0.079121	0	0	0	0	0.105044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030309	0.050833	0	0.00067	0	0.00399	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001972	0	0	0	0	0	0	0	0.012993	0	0	0	0.041622	0	0.077056	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_xylanisolvens	0	0	0.006735	0.080727	0.363687	0.066537	0.055319	0.020729	0.503415	0	0.072836	0.021772	0	0	1.397695	0.051488	0	0.256912	0.305745	0.013653	0.061234	0.816446	0.311088	1.499372	0.24196	0.033266	0.16075	0.745591	0.025625	0.003709	1.93817	1.643293	0.417231	0	0.00483	0	0	0	0	0	0	0	0	10.139608	0	0	0	0	0	0	0.005772	0	0.007412	0	8.495623	0	0.08299	0	0.200927	0	0	0	0	0	0	0	0	1.291506	0.003511	0
Holdemania_filiformis	0	0	0.00665	0	0.023627	0	0	0.034299	0.086915	0	0	0	0	0.050686	0	0	0	0.030539	0.02262	0.000359	0.00186	0	0.013934	0	0.007695	0.004764	0	0.227927	0.086723	0.05035	0.00378	0	0.020114	0.01868	0.011367	0	0	0.078631	0	0	0	0	0	0	0.000712	0.510737	0	0	0	0	0.00238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133523	0
GGB9767_SGB15385	0	0	0.006355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacillus_scindens	0	0	0.00579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9602_SGB15031	0	0	0.005574	0.139363	0	0.000257	0	0	0	0	0.407148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050469	0	0.325493	0	0	0	0	0	0	0	0	0	0	0.072912	0	0	0	0	0	0	0.003352	0	0	0	0	0	0	0	0.508268	0	0	0	0.218434	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia_intestinalis	0	0	0.005359	0.004312	0	0	0	0.003227	0	0	0	0	0	0	0	0	0	0.000609	0	0.029637	0	0	0	0	0.002227	0.038396	0	0	0.008619	0.024019	0.012967	0	0.004763	0	0	0	0	0	0	0	0	0	0	0	0.037879	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007944	0	0	0	0	0	0	0	0	0	0.013405	0
Hominifimenecus_microfluidus	0	0	0.005233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005414	0	0	0	0	0	0	0	0	0	0	0.02726	0.009018	0	0.009517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB49409_SGB69322	0	0	0.00477	0.005271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01932	0	0	0	0	0.000944	0	0	0	0	0.041666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005403	0	0	0	0	0	0	0	0.005311	0	0	0	0	0	0.016175	0	0	0	0	0	0	0	0	0	0	0
